incident_id;event;timestamp;knowledge;u_priority_confirmation;notify;opened_at;sys_created_at;resolved_at;closed_at;reassignment_count;reopen_count;sys_mod_count;made_sla;caller_id;opened_by;sys_created_by;sys_updated_by;closed_code;resolved_by;assignment_group;assigned_to;location;category;subcategory;cmdb_ci;impact;urgency;priority;assignment_group;assigned_to;problem_id;caused_by
INC0000047;C;06/03/2016 10:00;True;False;Do Not Notify;29/02/2016 04:40;29/02/2016 04:57;01/03/2016 09:52;06/03/2016 10:00;1;0;8;True;Caller 2403;Opened by  397;Created by 171;Updated by 908;code 5;Resolved by 81;Group 24;Resolver 89;Location 165;Category 40;Subcategory 215;?;2 - Medium;2 - Medium;3 - Moderate;Group 24;Resolver 89;?;?
INC0000057;N;29/02/2016 06:26;True;False;Do Not Notify;29/02/2016 06:10;?;01/03/2016 02:55;06/03/2016 03:00;0;0;0;True;Caller 4416;Opened by  8;?;Updated by 21;code 10;Resolved by 5;Group 70;?;Location 204;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;?;?
INC0000057;N;29/02/2016 06:38;True;False;Do Not Notify;29/02/2016 06:10;?;01/03/2016 02:55;06/03/2016 03:00;0;0;1;True;Caller 4416;Opened by  8;?;Updated by 21;code 10;Resolved by 5;Group 70;?;Location 204;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;?;?
INC0000057;N;29/02/2016 10:06;True;False;Do Not Notify;29/02/2016 06:10;?;01/03/2016 02:55;06/03/2016 03:00;0;0;2;True;Caller 4416;Opened by  8;?;Updated by 451;code 10;Resolved by 5;Group 70;?;Location 204;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;Problem ID  2;?
INC0000057;N;01/03/2016 02:53;True;False;Do Not Notify;29/02/2016 06:10;?;01/03/2016 02:55;06/03/2016 03:00;0;0;3;True;Caller 4416;Opened by  8;?;Updated by 21;code 10;Resolved by 5;Group 70;?;Location 204;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;Problem ID  2;?
INC0000057;N;01/03/2016 02:54;True;False;Do Not Notify;29/02/2016 06:10;?;01/03/2016 02:55;06/03/2016 03:00;0;0;4;True;Caller 4416;Opened by  8;?;Updated by 21;code 10;Resolved by 5;Group 70;?;Location 204;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;Problem ID  2;?
INC0000057;K;01/03/2016 02:55;True;False;Do Not Notify;29/02/2016 06:10;?;01/03/2016 02:55;06/03/2016 03:00;0;0;5;True;Caller 4416;Opened by  8;?;Updated by 21;code 10;Resolved by 5;Group 70;Resolver 6;Location 204;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 6;Problem ID  2;?
INC0000057;R;01/03/2016 02:55;True;False;Do Not Notify;29/02/2016 06:10;?;01/03/2016 02:55;06/03/2016 03:00;0;0;5;True;Caller 4416;Opened by  8;?;Updated by 21;code 10;Resolved by 5;Group 70;Resolver 6;Location 204;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 6;Problem ID  2;?
INC0000057;C;06/03/2016 03:00;True;False;Do Not Notify;29/02/2016 06:10;?;01/03/2016 02:55;06/03/2016 03:00;0;0;6;True;Caller 4416;Opened by  8;?;Updated by 908;code 10;Resolved by 5;Group 70;Resolver 6;Location 204;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 6;Problem ID  2;?
INC0000060;N;29/02/2016 06:42;True;False;Do Not Notify;29/02/2016 06:38;29/02/2016 06:42;02/03/2016 12:06;07/03/2016 13:00;0;0;0;True;Caller 4491;Opened by  180;Created by 81;Updated by 340;code 3;Resolved by 113;Group 25;Resolver 125;Location 204;Category 9;Subcategory 97;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;?;?
INC0000060;A;02/03/2016 08:52;True;False;Do Not Notify;29/02/2016 06:38;29/02/2016 06:42;02/03/2016 12:06;07/03/2016 13:00;0;0;1;True;Caller 4491;Opened by  180;Created by 81;Updated by 465;code 3;Resolved by 113;Group 25;Resolver 125;Location 204;Category 9;Subcategory 97;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;?;?
INC0000060;K;02/03/2016 12:06;True;False;Do Not Notify;29/02/2016 06:38;29/02/2016 06:42;02/03/2016 12:06;07/03/2016 13:00;0;0;2;True;Caller 4491;Opened by  180;Created by 81;Updated by 465;code 3;Resolved by 113;Group 25;Resolver 125;Location 204;Category 9;Subcategory 97;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;?;?
INC0000060;R;02/03/2016 12:06;True;False;Do Not Notify;29/02/2016 06:38;29/02/2016 06:42;02/03/2016 12:06;07/03/2016 13:00;0;0;2;True;Caller 4491;Opened by  180;Created by 81;Updated by 465;code 3;Resolved by 113;Group 25;Resolver 125;Location 204;Category 9;Subcategory 97;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;?;?
INC0000060;C;07/03/2016 13:00;True;False;Do Not Notify;29/02/2016 06:38;29/02/2016 06:42;02/03/2016 12:06;07/03/2016 13:00;0;0;3;True;Caller 4491;Opened by  180;Created by 81;Updated by 908;code 3;Resolved by 113;Group 25;Resolver 125;Location 204;Category 9;Subcategory 97;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;?;?
INC0000062;N;29/02/2016 07:26;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;0;0;0;True;Caller 3765;Opened by  180;Created by 81;Updated by 340;code 7;Resolved by 62;Group 70;?;Location 93;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;?;?
INC0000062;N;29/02/2016 07:29;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;0;0;1;True;Caller 3765;Opened by  180;Created by 81;Updated by 340;code 7;Resolved by 62;Group 70;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 70;?;?;?
INC0000062;G;29/02/2016 07:34;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;1;0;2;True;Caller 3765;Opened by  180;Created by 81;Updated by 340;code 7;Resolved by 62;Group 23;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 23;?;?;?
INC0000062;N;29/02/2016 07:34;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;1;0;2;True;Caller 3765;Opened by  180;Created by 81;Updated by 340;code 7;Resolved by 62;Group 23;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 23;?;?;?
INC0000062;N;29/02/2016 11:23;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;1;0;3;True;Caller 3765;Opened by  180;Created by 81;Updated by 804;code 7;Resolved by 62;Group 23;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 23;?;?;?
INC0000062;N;29/02/2016 11:28;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;1;0;4;True;Caller 3765;Opened by  180;Created by 81;Updated by 804;code 7;Resolved by 62;Group 23;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 23;?;?;?
INC0000062;N;29/02/2016 15:51;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;1;0;5;True;Caller 3765;Opened by  180;Created by 81;Updated by 241;code 7;Resolved by 62;Group 23;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 23;?;?;?
INC0000062;K;29/02/2016 15:51;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;1;0;6;True;Caller 3765;Opened by  180;Created by 81;Updated by 241;code 7;Resolved by 62;Group 23;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 23;?;?;?
INC0000062;R;29/02/2016 15:51;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;1;0;6;True;Caller 3765;Opened by  180;Created by 81;Updated by 241;code 7;Resolved by 62;Group 23;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 23;?;?;?
INC0000062;C;05/03/2016 16:00;True;False;Do Not Notify;29/02/2016 06:58;29/02/2016 07:26;29/02/2016 15:51;05/03/2016 16:00;1;0;7;False;Caller 3765;Opened by  180;Created by 81;Updated by 908;code 7;Resolved by 62;Group 23;?;Location 93;Category 53;Subcategory 168;?;1 - High;2 - Medium;2 - High;Group 23;?;?;?
INC0000063;N;29/02/2016 07:17;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;0;0;0;True;Caller 2146;Opened by  180;Created by 81;Updated by 340;code 7;Resolved by 62;Group 70;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;?;?
INC0000063;N;29/02/2016 07:23;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;0;0;1;True;Caller 2146;Opened by  180;Created by 81;Updated by 340;code 7;Resolved by 62;Group 70;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;?;?
INC0000063;N;29/02/2016 07:27;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;0;0;2;True;Caller 2146;Opened by  180;Created by 81;Updated by 340;code 7;Resolved by 62;Group 70;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;?;?
INC0000063;N;29/02/2016 07:46;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;0;0;3;True;Caller 2146;Opened by  180;Created by 81;Updated by 60;code 7;Resolved by 62;Group 70;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;?;?
INC0000063;G;29/02/2016 07:46;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;1;0;4;True;Caller 2146;Opened by  180;Created by 81;Updated by 60;code 7;Resolved by 62;Group 23;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;?;?
INC0000063;N;29/02/2016 07:46;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;1;0;4;True;Caller 2146;Opened by  180;Created by 81;Updated by 60;code 7;Resolved by 62;Group 23;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;?;?
INC0000063;N;29/02/2016 16:01;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;1;0;5;True;Caller 2146;Opened by  180;Created by 81;Updated by 241;code 7;Resolved by 62;Group 23;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;?;?
INC0000063;K;29/02/2016 16:01;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;1;0;6;True;Caller 2146;Opened by  180;Created by 81;Updated by 241;code 7;Resolved by 62;Group 23;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;?;?
INC0000063;R;29/02/2016 16:01;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;1;0;6;True;Caller 2146;Opened by  180;Created by 81;Updated by 241;code 7;Resolved by 62;Group 23;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;?;?
INC0000063;C;05/03/2016 17:00;True;False;Do Not Notify;29/02/2016 07:08;29/02/2016 07:17;29/02/2016 16:01;05/03/2016 17:00;1;0;7;True;Caller 2146;Opened by  180;Created by 81;Updated by 908;code 7;Resolved by 62;Group 23;?;Location 93;Category 20;Subcategory 125;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;?;?
INC0000064;N;29/02/2016 07:14;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;0;0;0;True;Caller 2838;Opened by  131;Created by 62;Updated by 265;code 6;Resolved by 71;Group 70;Resolver 78;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 78;?;?
INC0000064;N;29/02/2016 07:16;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;0;0;1;True;Caller 2838;Opened by  131;Created by 62;Updated by 265;code 6;Resolved by 71;Group 70;Resolver 78;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 78;?;?
INC0000064;A;29/02/2016 13:12;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;0;0;2;True;Caller 2838;Opened by  131;Created by 62;Updated by 723;code 6;Resolved by 71;Group 70;Resolver 186;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 186;?;?
INC0000064;G;29/02/2016 13:13;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;1;0;3;True;Caller 2838;Opened by  131;Created by 62;Updated by 723;code 6;Resolved by 71;Group 28;?;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;?;?;?
INC0000064;A;29/02/2016 13:13;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;1;0;3;True;Caller 2838;Opened by  131;Created by 62;Updated by 723;code 6;Resolved by 71;Group 28;?;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;?;?;?
INC0000064;A;02/03/2016 09:17;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;1;0;4;True;Caller 2838;Opened by  131;Created by 62;Updated by 307;code 6;Resolved by 71;Group 28;Resolver 78;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;?;?
INC0000064;A;02/03/2016 12:00;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;1;0;5;True;Caller 2838;Opened by  131;Created by 62;Updated by 307;code 6;Resolved by 71;Group 28;Resolver 78;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;?;?
INC0000064;A;03/03/2016 16:00;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;1;0;6;True;Caller 2838;Opened by  131;Created by 62;Updated by 307;code 6;Resolved by 71;Group 28;Resolver 78;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;?;?
INC0000064;K;03/03/2016 16:00;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;1;0;7;True;Caller 2838;Opened by  131;Created by 62;Updated by 307;code 6;Resolved by 71;Group 28;Resolver 78;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;?;?
INC0000064;R;03/03/2016 16:00;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;1;0;7;True;Caller 2838;Opened by  131;Created by 62;Updated by 307;code 6;Resolved by 71;Group 28;Resolver 78;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;?;?
INC0000064;C;08/03/2016 17:00;True;False;Do Not Notify;29/02/2016 07:10;29/02/2016 07:14;03/03/2016 16:00;08/03/2016 17:00;1;0;8;True;Caller 2838;Opened by  131;Created by 62;Updated by 908;code 6;Resolved by 71;Group 28;Resolver 78;Location 143;Category 53;Subcategory 168;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;?;?
INC0000065;N;29/02/2016 07:46;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;0;0;0;True;Caller 5323;Opened by  131;Created by 62;Updated by 265;code 1;Resolved by 197;Group 5;Resolver 216;Location 108;Category 44;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 5;Resolver 216;?;?
INC0000065;N;29/02/2016 07:55;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;0;0;2;True;Caller 5323;Opened by  131;Created by 62;Updated by 265;code 1;Resolved by 197;Group 5;Resolver 216;Location 108;Category 44;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 5;Resolver 216;?;?
INC0000065;N;29/02/2016 08:26;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;0;0;3;True;Caller 5323;Opened by  131;Created by 62;Updated by 967;code 1;Resolved by 197;Group 5;Resolver 216;Location 108;Category 44;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 5;Resolver 216;?;?
INC0000065;G;29/02/2016 08:26;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;1;0;4;True;Caller 5323;Opened by  131;Created by 62;Updated by 967;code 1;Resolved by 197;Group 70;Resolver 216;Location 108;Category 44;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 216;?;?
INC0000065;N;29/02/2016 08:26;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;1;0;4;True;Caller 5323;Opened by  131;Created by 62;Updated by 967;code 1;Resolved by 197;Group 70;Resolver 216;Location 108;Category 44;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 216;?;?
INC0000065;G;29/02/2016 09:19;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;2;0;5;True;Caller 5323;Opened by  131;Created by 62;Updated by 798;code 1;Resolved by 197;Group 15;Resolver 216;Location 108;Category 45;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 15;Resolver 216;?;?
INC0000065;N;29/02/2016 09:19;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;2;0;5;True;Caller 5323;Opened by  131;Created by 62;Updated by 798;code 1;Resolved by 197;Group 15;Resolver 216;Location 108;Category 45;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 15;Resolver 216;?;?
INC0000065;N;29/02/2016 09:26;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;2;0;6;True;Caller 5323;Opened by  131;Created by 62;Updated by 653;code 1;Resolved by 197;Group 15;Resolver 216;Location 108;Category 45;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 15;Resolver 216;?;?
INC0000065;G;29/02/2016 09:27;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;3;0;7;True;Caller 5323;Opened by  131;Created by 62;Updated by 653;code 1;Resolved by 197;Group 70;Resolver 216;Location 108;Category 45;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 216;?;?
INC0000065;N;29/02/2016 09:27;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;3;0;7;True;Caller 5323;Opened by  131;Created by 62;Updated by 653;code 1;Resolved by 197;Group 70;Resolver 216;Location 108;Category 45;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 216;?;?
INC0000065;G;29/02/2016 11:17;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;4;0;8;True;Caller 5323;Opened by  131;Created by 62;Updated by 750;code 1;Resolved by 197;Group 12;Resolver 216;Location 108;Category 45;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 12;Resolver 216;?;?
INC0000065;N;29/02/2016 11:17;True;False;Do Not Notify;29/02/2016 07:38;29/02/2016 07:46;02/03/2016 15:21;07/03/2016 16:00;4;0;8;True;Caller 5323;Opened by  131;Created by 62;Updated by 750;code 1;Resolved by 197;Group 12;Resolver 216;Location 108;Category 45;Subcategory 229;?;2 - Medium;2 - Medium;3 - Moderate;Group 12;Resolver 216;?;?
